transaction_id,account_id,transaction_date,transaction_type,amount,merchant,city
5767,598,11/29/2021,Withdrawal,137.07,Walmart,Chicago
5768,1293,4/22/2020,Payment,443.32,Starbucks,Cleveland
5769,1204,1/7/2021,Deposit,41.21,Target,New York
5770,791,10/25/2020,Deposit,459.46,Starbucks,Atlanta
5771,1173,8/23/2024,Deposit,52.64,Starbucks,Chicago
5772,1172,11/8/2022,Withdrawal,388.92,Shell,Detroit
5773,680,2/14/2022,Payment,479.66,Amazon,New York
5774,1033,11/1/2021,Transfer,184.4,Costco,New York
5775,1202,1/11/2020,Transfer,183.92,Apple,New York
5776,796,1/8/2020,Withdrawal,157.24,Target,New York
5777,1419,3/22/2023,Deposit,82.71,Shell,Miami
5778,608,7/6/2024,Withdrawal,212.72,Shell,Detroit
5779,331,8/10/2024,Transfer,336.01,Exxon,Los Angeles
5780,56,4/22/2024,Deposit,288.2,Home Depot,New York
5781,1231,3/4/2023,Withdrawal,276.3,Starbucks,Detroit
5782,105,10/28/2023,Transfer,89.97,Costco,Detroit
5783,547,4/5/2021,Transfer,38.35,Walmart,Chicago
5784,793,6/12/2023,Withdrawal,465.18,Google,Atlanta
5785,1379,9/11/2020,Transfer,0.25,Target,Atlanta
5786,489,8/8/2021,Payment,177.22,Exxon,Charlotte
5787,1074,9/13/2023,Payment,312.85,Exxon,Charlotte
5788,1111,12/27/2020,Deposit,428.17,Google,Philadelphia
5789,303,10/29/2023,Payment,203.22,Starbucks,Detroit
5790,1025,9/29/2022,Payment,241.15,Exxon,Cleveland
5791,1405,2/26/2022,Withdrawal,129.12,Google,Miami
5792,650,7/27/2020,Deposit,459.62,Costco,New York
5793,648,9/23/2020,Withdrawal,405.84,Shell,New York
5794,1386,10/17/2021,Withdrawal,49.93,Costco,Houston
5795,381,9/23/2022,Payment,298.45,Exxon,Atlanta
5796,162,7/7/2021,Payment,182.6,Starbucks,Cleveland
5797,19,1/5/2022,Transfer,246.86,Google,Atlanta
5798,974,3/9/2024,Transfer,79.8,Shell,Philadelphia
5799,243,5/6/2024,Deposit,93.14,Starbucks,Detroit
5800,129,2/24/2021,Payment,33.71,Starbucks,Detroit
5801,1200,11/3/2020,Transfer,116.66,Home Depot,Chicago
5802,409,5/16/2020,Withdrawal,125.18,Target,Los Angeles
5803,792,12/13/2023,Payment,151.52,Home Depot,Atlanta
5804,943,7/13/2020,Deposit,246.71,Google,Houston
5805,1108,1/23/2023,Deposit,11.41,Walmart,Los Angeles
5806,1400,2/22/2024,Withdrawal,194.12,Starbucks,Charlotte
5807,222,7/5/2023,Transfer,22.42,Exxon,Atlanta
5808,1349,11/14/2022,Withdrawal,68.39,Target,Charlotte
5809,1475,6/9/2023,Transfer,192.53,Exxon,Chicago
5810,1440,9/17/2023,Payment,169.92,Shell,New York
5811,445,8/28/2021,Deposit,214.18,Shell,Atlanta
5812,618,10/10/2022,Transfer,439.43,Costco,Miami
5813,1349,5/11/2022,Withdrawal,306.46,Starbucks,Los Angeles
5814,523,8/8/2020,Payment,495.64,Exxon,Charlotte
5815,166,10/23/2020,Transfer,153.94,Walmart,Miami
5816,708,5/11/2023,Payment,91.75,Target,Houston
5817,743,10/7/2022,Payment,268.8,Starbucks,Detroit
5818,1262,12/8/2020,Withdrawal,478.76,Costco,New York
5819,1009,8/15/2021,Withdrawal,32.16,Amazon,Philadelphia
5820,913,5/13/2023,Payment,410.02,Shell,Charlotte
5821,1037,6/10/2022,Payment,271.27,Walmart,Philadelphia
5822,1281,3/17/2020,Transfer,133.81,Apple,Miami
5823,1234,4/22/2024,Withdrawal,425.49,Amazon,Los Angeles
5824,365,12/7/2021,Transfer,20.06,Google,Houston
5825,225,12/1/2022,Deposit,300.14,Target,Cleveland
5826,996,1/18/2024,Transfer,172.17,Google,New York
5827,194,4/20/2023,Payment,367.62,Exxon,Houston
5828,1220,1/26/2022,Deposit,250.24,Exxon,Philadelphia
5829,1424,5/3/2023,Transfer,364.56,Starbucks,Miami
5830,57,8/12/2021,Deposit,207.23,Shell,Los Angeles
5831,213,1/22/2021,Withdrawal,134.77,Google,Charlotte
5832,1303,7/15/2022,Transfer,187.87,Walmart,Charlotte
5833,1404,9/28/2021,Transfer,227.45,Google,Chicago
5834,117,5/20/2020,Withdrawal,252.85,Walmart,Atlanta
5835,1475,11/16/2022,Transfer,302.36,Starbucks,Philadelphia
5836,599,8/31/2023,Deposit,202.48,Apple,Cleveland
5837,410,9/6/2023,Withdrawal,301.95,Costco,Philadelphia
5838,1391,3/23/2021,Deposit,532.82,Target,Cleveland
5839,812,12/21/2024,Transfer,91.4,Apple,New York
5840,929,10/19/2020,Transfer,350.7,Walmart,New York
5841,1137,11/12/2024,Transfer,97.88,Target,Detroit
5842,1188,6/13/2023,Transfer,58.48,Apple,New York
5843,4,12/15/2021,Deposit,415.33,Shell,Detroit
5844,23,4/1/2021,Transfer,64.88,Google,Philadelphia
5845,921,6/10/2022,Withdrawal,196.21,Walmart,Los Angeles
5846,745,4/18/2022,Withdrawal,79.97,Costco,Charlotte
5847,602,10/15/2021,Payment,562.72,Exxon,Charlotte
5848,988,6/17/2024,Withdrawal,195.75,Costco,Miami
5849,1116,10/25/2021,Payment,34.9,Costco,Houston
5850,469,2/3/2022,Withdrawal,69.79,Apple,Cleveland
5851,970,12/26/2022,Withdrawal,518.25,Shell,Cleveland
5852,1179,6/24/2020,Transfer,167.87,Shell,Philadelphia
5853,627,5/24/2021,Withdrawal,187.75,Home Depot,Atlanta
5854,207,6/26/2024,Transfer,422.66,Costco,New York
5855,1014,1/19/2023,Transfer,391.03,Costco,Houston
5856,81,12/5/2021,Withdrawal,68.25,Google,Detroit
5857,615,4/4/2023,Deposit,80.68,Target,Los Angeles
5858,483,8/24/2021,Transfer,117.06,Exxon,New York
5859,592,4/17/2022,Withdrawal,150.93,Amazon,Atlanta
5860,1431,9/28/2022,Deposit,324.85,Home Depot,Atlanta
5861,1127,12/8/2024,Withdrawal,186.96,Starbucks,Cleveland
5862,1264,1/1/2024,Withdrawal,154.07,Home Depot,Houston
5863,1289,2/20/2020,Deposit,200.75,Walmart,New York
5864,33,8/28/2024,Withdrawal,115.2,Apple,Cleveland
5865,35,11/16/2021,Transfer,433.38,Shell,Atlanta
5866,1273,10/28/2024,Payment,95.48,Amazon,Charlotte
5867,1000,9/22/2020,Payment,204.02,Starbucks,Philadelphia
5868,1074,3/24/2024,Withdrawal,292.62,Target,Detroit
5869,280,1/15/2023,Payment,301.23,Starbucks,New York
5870,152,8/28/2021,Payment,141.63,Google,Charlotte
5871,701,12/11/2022,Payment,364.47,Home Depot,Chicago
5872,735,4/17/2023,Transfer,521.47,Google,Miami
5873,1019,7/25/2023,Transfer,470.32,Amazon,Charlotte
5874,1254,6/16/2023,Payment,171.99,Target,Detroit
5875,665,8/7/2021,Deposit,187.51,Amazon,Houston
5876,923,12/4/2020,Deposit,100.72,Amazon,Detroit
5877,1312,12/31/2022,Deposit,283.42,Amazon,Miami
5878,1419,1/8/2021,Transfer,357.82,Target,Philadelphia
5879,453,8/2/2021,Transfer,27.61,Walmart,Philadelphia
5880,620,5/31/2021,Transfer,330.19,Starbucks,Detroit
5881,1057,6/15/2023,Transfer,196.03,Shell,Chicago
5882,1387,1/29/2024,Payment,160.64,Walmart,Detroit
5883,1135,4/30/2020,Transfer,279.3,Walmart,Cleveland
5884,1145,12/7/2023,Payment,178.21,Shell,Chicago
5885,16,10/12/2024,Deposit,369.93,Costco,Philadelphia
5886,739,12/2/2024,Payment,140.93,Target,Los Angeles
5887,715,4/16/2022,Deposit,400.01,Home Depot,Atlanta
5888,714,7/23/2021,Transfer,196.82,Exxon,Chicago
5889,98,2/12/2020,Deposit,156.6,Google,Chicago
5890,116,3/7/2024,Deposit,79.54,Google,Detroit
5891,965,5/5/2023,Payment,184.32,Target,Philadelphia
5892,1495,3/12/2020,Deposit,255.44,Home Depot,Philadelphia
5893,1463,3/31/2020,Withdrawal,185.2,Costco,Atlanta
5894,1305,4/21/2024,Deposit,95.42,Costco,Miami
5895,349,5/5/2021,Transfer,467.14,Starbucks,Miami
5896,232,1/18/2022,Deposit,410.62,Home Depot,New York
5897,1135,9/24/2022,Withdrawal,18.93,Google,Charlotte
5898,1376,1/17/2021,Payment,73.66,Apple,Atlanta
5899,1036,3/15/2022,Deposit,247.87,Starbucks,Chicago
5900,984,1/29/2024,Withdrawal,177.15,Walmart,Atlanta
5901,639,3/23/2023,Transfer,210.54,Starbucks,Philadelphia
5902,285,6/18/2020,Transfer,92.16,Shell,Chicago
5903,636,7/19/2023,Payment,309.96,Target,Charlotte
5904,545,7/6/2022,Transfer,216.82,Target,Charlotte
5905,392,2/7/2023,Withdrawal,60.33,Target,Atlanta
5906,1194,5/30/2020,Deposit,116.13,Costco,Detroit
5907,77,3/6/2021,Withdrawal,166.51,Amazon,New York
5908,297,3/26/2021,Payment,584.11,Apple,Charlotte
5909,330,10/4/2021,Deposit,205.43,Costco,Philadelphia
5910,1087,2/18/2022,Withdrawal,91.53,Shell,Charlotte
5911,270,1/23/2020,Payment,470.46,Amazon,Los Angeles
5912,216,1/1/2021,Payment,286.95,Starbucks,Los Angeles
5913,1214,10/12/2021,Deposit,79.2,Google,Philadelphia
5914,1099,3/30/2022,Deposit,202.9,Apple,Miami
5915,510,8/26/2020,Transfer,171.26,Walmart,Chicago
5916,579,3/9/2021,Transfer,282.29,Amazon,Chicago
5917,1117,12/4/2021,Deposit,11.39,Starbucks,New York
5918,1077,2/24/2023,Transfer,21.26,Home Depot,Charlotte
5919,496,7/30/2022,Deposit,161.42,Apple,Los Angeles
5920,948,6/24/2021,Transfer,67.97,Starbucks,Philadelphia
5921,94,9/24/2021,Withdrawal,352.58,Target,Houston
5922,625,7/16/2020,Payment,45.73,Home Depot,Houston
5923,229,9/5/2024,Deposit,561.12,Exxon,Charlotte
5924,250,8/6/2024,Deposit,177.23,Google,Detroit
5925,1415,4/26/2021,Deposit,219.73,Target,Houston
5926,721,4/17/2023,Withdrawal,252.65,Google,Charlotte
5927,980,5/18/2022,Payment,189.06,Home Depot,Atlanta
5928,182,6/6/2021,Transfer,376.95,Exxon,Cleveland
5929,267,10/12/2021,Transfer,221.84,Shell,Atlanta
5930,1004,8/16/2022,Payment,121.79,Amazon,Charlotte
5931,281,3/12/2021,Transfer,4.75,Google,Detroit
5932,962,11/23/2024,Deposit,258.7,Amazon,Charlotte
5933,667,5/6/2022,Payment,337.16,Starbucks,New York
5934,1107,11/9/2020,Withdrawal,9.9,Home Depot,Detroit
5935,1210,1/19/2020,Payment,142.83,Target,Los Angeles
5936,531,3/29/2023,Deposit,344.85,Shell,Atlanta
5937,1372,3/28/2022,Payment,72.3,Walmart,Detroit
5938,423,5/1/2020,Withdrawal,70.93,Starbucks,Miami
5939,981,3/12/2020,Withdrawal,177.26,Apple,Chicago
5940,454,12/14/2022,Payment,397.3,Walmart,Philadelphia
5941,267,4/4/2021,Payment,337.79,Costco,Philadelphia
5942,507,6/17/2020,Transfer,397.41,Walmart,Cleveland
5943,1166,6/22/2024,Transfer,50.95,Google,Detroit
5944,316,8/4/2021,Deposit,101.07,Exxon,New York
5945,764,3/18/2023,Transfer,173.24,Shell,Houston
5946,1256,9/20/2021,Deposit,154.02,Google,Charlotte
5947,1321,1/26/2020,Deposit,83.48,Exxon,Houston
5948,898,6/25/2023,Payment,272.12,Apple,Charlotte
5949,953,12/21/2021,Transfer,44.47,Home Depot,Detroit
5950,875,6/4/2023,Withdrawal,222.44,Costco,Miami
5951,916,7/7/2024,Withdrawal,449.28,Walmart,Los Angeles
5952,22,9/25/2024,Payment,211.78,Google,New York
5953,384,2/16/2024,Withdrawal,75.17,Home Depot,Detroit
5954,1150,10/30/2022,Withdrawal,7.94,Shell,Houston
5955,103,1/23/2023,Payment,254.12,Costco,Miami
5956,900,4/30/2020,Withdrawal,460.46,Apple,Houston
5957,733,5/5/2020,Payment,232.02,Google,Detroit
5958,110,7/2/2021,Deposit,149.72,Costco,Philadelphia
5959,1496,12/28/2022,Transfer,85.55,Home Depot,Detroit
5960,1089,10/23/2020,Withdrawal,21.6,Google,Los Angeles
5961,1496,11/16/2021,Payment,240.87,Amazon,Chicago
5962,670,3/4/2024,Withdrawal,40.23,Starbucks,Charlotte
5963,1100,8/30/2022,Transfer,337.28,Starbucks,Los Angeles
5964,1043,12/4/2022,Withdrawal,294.06,Target,Miami
5965,384,9/26/2021,Deposit,167.59,Exxon,Houston
5966,190,1/16/2021,Payment,297.17,Google,Houston
5967,762,11/16/2022,Transfer,225.91,Shell,Chicago
5968,360,12/5/2021,Deposit,295.83,Costco,Houston
5969,875,5/11/2021,Withdrawal,334.2,Exxon,Chicago
5970,886,5/1/2022,Withdrawal,161.74,Target,Los Angeles
5971,1476,3/5/2023,Withdrawal,5.55,Starbucks,Chicago
5972,79,12/7/2021,Transfer,538.7,Amazon,New York
5973,596,12/8/2022,Payment,168.01,Starbucks,Houston
5974,1196,6/19/2024,Transfer,135.8,Costco,Miami
5975,1236,3/10/2024,Deposit,266.6,Apple,Los Angeles
5976,886,4/30/2020,Payment,171.01,Target,New York
5977,1015,11/19/2024,Transfer,11.3,Walmart,Los Angeles
5978,1469,5/25/2023,Withdrawal,21.22,Google,Atlanta
5979,149,9/17/2021,Deposit,66.45,Starbucks,Chicago
5980,10,6/9/2021,Withdrawal,253.6,Google,Los Angeles
5981,792,5/16/2024,Transfer,95.68,Target,Houston
5982,1079,12/2/2022,Deposit,340.33,Target,Charlotte
5983,872,1/21/2022,Payment,176.75,Amazon,Cleveland
5984,180,4/5/2020,Payment,188.2,Costco,New York
5985,744,1/27/2020,Transfer,209,Shell,Los Angeles
5986,381,4/15/2022,Transfer,44.09,Costco,Houston
5987,1446,6/19/2023,Payment,391.28,Amazon,Cleveland
5988,451,5/1/2021,Payment,246.54,Exxon,Atlanta
5989,1117,8/27/2020,Transfer,174.04,Walmart,Chicago
5990,1437,8/20/2023,Payment,120.62,Target,Miami
5991,394,3/7/2020,Deposit,117.72,Amazon,Detroit
5992,965,7/28/2023,Transfer,26.41,Shell,Miami
5993,1355,4/30/2023,Deposit,0.26,Apple,Chicago
5994,433,2/16/2023,Withdrawal,0.29,Target,Cleveland
5995,954,3/21/2023,Deposit,359.44,Starbucks,Cleveland
5996,1187,12/5/2024,Transfer,85.02,Home Depot,Miami
5997,946,11/16/2023,Withdrawal,38.56,Google,Los Angeles
5998,1064,8/18/2020,Payment,393.19,Google,Chicago
5999,766,12/16/2020,Deposit,209.1,Walmart,Cleveland
6000,908,1/30/2022,Deposit,23.93,Shell,Miami
6001,85,5/13/2024,Transfer,285.61,Walmart,Cleveland
6002,784,4/1/2024,Payment,417.98,Costco,Atlanta
6003,816,4/9/2023,Transfer,301.7,Walmart,Houston
6004,1115,5/12/2022,Payment,220.73,Apple,Houston
6005,1409,3/1/2023,Transfer,270.18,Exxon,Chicago
6006,1217,12/22/2020,Payment,379.22,Exxon,New York
6007,1277,7/29/2024,Withdrawal,459.2,Starbucks,Miami
6008,1268,12/1/2022,Transfer,57.34,Shell,Los Angeles
6009,707,8/21/2023,Withdrawal,203.36,Exxon,Miami
6010,270,10/26/2022,Transfer,290.69,Exxon,Miami
6011,841,11/24/2020,Transfer,225.8,Apple,Miami
6012,1043,4/8/2023,Transfer,279.45,Home Depot,New York
6013,1064,12/28/2024,Deposit,531.29,Walmart,Houston
6014,516,6/29/2022,Transfer,160.73,Walmart,Miami
6015,1057,12/3/2020,Payment,11.91,Apple,Atlanta
6016,450,10/16/2024,Deposit,477.51,Starbucks,New York
6017,685,12/28/2022,Payment,465.17,Starbucks,Philadelphia
6018,625,5/31/2022,Payment,281.49,Target,Houston
6019,885,6/22/2021,Payment,125.73,Costco,Los Angeles
6020,319,1/6/2022,Payment,328.63,Exxon,Cleveland
6021,1148,3/10/2024,Payment,204.9,Starbucks,Philadelphia
6022,1396,11/4/2024,Withdrawal,153.59,Shell,Detroit
6023,1375,2/18/2024,Deposit,98.54,Exxon,Miami
6024,1347,3/18/2021,Payment,197.56,Google,Cleveland
6025,488,7/12/2022,Withdrawal,282.03,Walmart,Philadelphia
6026,451,7/8/2022,Withdrawal,224.63,Exxon,Houston
6027,353,2/20/2020,Payment,332.65,Target,Miami
6028,1140,5/28/2020,Transfer,167.11,Starbucks,Charlotte
6029,955,5/29/2024,Payment,137.21,Starbucks,Atlanta
6030,1037,1/20/2023,Withdrawal,258.12,Shell,Philadelphia
6031,320,1/2/2021,Payment,212.95,Exxon,Los Angeles
6032,1189,8/2/2021,Withdrawal,422.61,Costco,Cleveland
6033,85,11/5/2024,Payment,148.01,Amazon,Los Angeles
6034,248,10/17/2021,Withdrawal,124.66,Amazon,Atlanta
6035,1456,3/16/2020,Payment,174.68,Shell,New York
6036,568,1/14/2023,Transfer,138.03,Starbucks,Charlotte
6037,684,8/14/2020,Transfer,105.47,Home Depot,Chicago
6038,644,10/18/2023,Withdrawal,44.82,Exxon,Philadelphia
6039,479,8/16/2022,Transfer,26.96,Apple,Miami
6040,713,5/10/2024,Transfer,181.97,Amazon,Philadelphia
6041,368,8/14/2021,Deposit,3.86,Walmart,Charlotte
6042,357,1/24/2020,Payment,284.7,Home Depot,Cleveland
6043,408,10/28/2024,Payment,255.5,Target,Houston
6044,1369,1/28/2020,Transfer,99.52,Walmart,Philadelphia
6045,179,4/30/2020,Transfer,192.07,Costco,Charlotte
6046,1449,2/22/2024,Withdrawal,171.26,Shell,Atlanta
6047,1467,6/16/2024,Payment,70.72,Walmart,Los Angeles
6048,1330,5/2/2022,Deposit,266.74,Shell,Chicago
6049,367,9/15/2021,Deposit,110.38,Home Depot,Philadelphia
6050,1060,6/8/2022,Transfer,53.79,Amazon,Charlotte
6051,463,9/30/2023,Withdrawal,301.73,Apple,Miami
6052,828,1/31/2020,Withdrawal,236.48,Apple,Los Angeles
6053,1170,8/5/2024,Payment,336.69,Costco,Philadelphia
6054,146,6/4/2023,Transfer,182.32,Starbucks,Charlotte
6055,380,5/19/2022,Transfer,232.3,Starbucks,Philadelphia
6056,168,6/27/2023,Withdrawal,319.87,Google,Cleveland
6057,1299,2/19/2020,Deposit,451.45,Walmart,Detroit
6058,87,12/26/2021,Deposit,153.28,Home Depot,Miami
6059,154,1/23/2021,Payment,237.21,Google,Houston
6060,497,8/1/2022,Transfer,286.04,Shell,New York
6061,315,12/9/2024,Transfer,284.84,Starbucks,Los Angeles
6062,723,8/4/2023,Deposit,123.02,Home Depot,Houston
6063,1298,9/26/2024,Transfer,183.2,Costco,Cleveland
6064,764,11/24/2024,Transfer,284.56,Apple,Charlotte
6065,262,6/2/2024,Withdrawal,226.4,Target,Charlotte
6066,487,10/11/2022,Payment,487.2,Costco,Charlotte
6067,454,4/19/2021,Payment,153.57,Amazon,Los Angeles
6068,443,1/25/2022,Payment,80.04,Exxon,Cleveland
6069,1286,8/25/2021,Withdrawal,272.68,Amazon,Cleveland
6070,543,7/14/2022,Payment,59.24,Home Depot,Charlotte
6071,1129,10/26/2022,Payment,131.23,Exxon,Charlotte
6072,350,3/3/2022,Deposit,212.1,Apple,Los Angeles
6073,824,2/15/2021,Deposit,195.06,Shell,Detroit
6074,438,10/23/2021,Payment,190.94,Exxon,Chicago
6075,169,9/9/2023,Withdrawal,115.48,Amazon,Houston
6076,1367,11/23/2023,Withdrawal,255.46,Amazon,Philadelphia
6077,1254,7/29/2023,Withdrawal,525.89,Shell,Houston
6078,23,7/9/2020,Transfer,324.42,Amazon,Philadelphia
6079,988,2/24/2022,Transfer,76.56,Starbucks,Cleveland
6080,676,8/7/2021,Withdrawal,138.9,Google,Philadelphia
6081,281,8/16/2022,Deposit,279.8,Walmart,Los Angeles
6082,722,5/14/2021,Transfer,24.37,Home Depot,Miami
6083,253,8/2/2021,Withdrawal,163.23,Apple,New York
6084,404,3/26/2022,Transfer,91.27,Home Depot,Chicago
6085,133,12/28/2023,Transfer,78.7,Home Depot,Cleveland
6086,1298,12/22/2022,Transfer,446.01,Home Depot,New York
6087,618,1/16/2024,Transfer,253.32,Google,Los Angeles
6088,232,2/25/2024,Withdrawal,178.31,Apple,Charlotte
6089,545,7/27/2024,Transfer,152.61,Home Depot,Philadelphia
6090,79,1/5/2024,Payment,267.6,Exxon,Philadelphia
6091,1059,8/23/2023,Withdrawal,229.71,Starbucks,Miami
6092,495,2/18/2022,Withdrawal,267.32,Exxon,Los Angeles
6093,1134,10/24/2024,Withdrawal,248.47,Target,Charlotte
6094,1345,7/31/2022,Transfer,355.87,Shell,Detroit
6095,328,2/23/2023,Withdrawal,204.92,Apple,Cleveland
6096,967,9/21/2020,Deposit,316.8,Apple,Detroit
6097,690,1/7/2020,Payment,253.53,Google,Cleveland
6098,384,12/7/2023,Deposit,230.37,Apple,Cleveland
6099,1388,5/14/2023,Payment,140.05,Amazon,Cleveland
6100,1256,4/17/2023,Payment,190.18,Costco,Atlanta
6101,1438,1/31/2024,Transfer,192.81,Starbucks,Atlanta
6102,1318,2/28/2024,Payment,361.81,Apple,New York
6103,547,11/25/2021,Payment,235.35,Amazon,Atlanta
6104,1198,9/18/2022,Deposit,64.44,Target,Miami
6105,392,1/6/2024,Payment,32,Target,Cleveland
6106,1126,7/6/2022,Withdrawal,29.32,Exxon,Chicago
6107,1317,6/5/2023,Withdrawal,96.66,Exxon,Miami
6108,1109,1/17/2022,Payment,269.14,Costco,Miami
6109,909,5/25/2020,Withdrawal,107.14,Home Depot,Philadelphia
6110,1225,5/12/2024,Transfer,383.97,Shell,Houston
6111,685,8/12/2023,Withdrawal,16.01,Google,Chicago
6112,541,8/28/2020,Transfer,299.44,Exxon,Atlanta
6113,297,5/6/2022,Payment,79.44,Target,Houston
6114,56,10/13/2020,Transfer,32.41,Home Depot,Chicago
6115,1496,8/9/2022,Transfer,51,Home Depot,Cleveland
6116,1040,8/25/2024,Payment,49.14,Home Depot,Chicago
6117,66,1/26/2020,Payment,104.37,Exxon,Detroit
6118,958,3/27/2021,Transfer,318,Target,Charlotte
6119,1496,4/15/2020,Deposit,307.64,Walmart,Charlotte
6120,1047,8/27/2020,Payment,48.97,Costco,Atlanta
6121,702,12/12/2023,Payment,170.57,Amazon,Charlotte
6122,760,11/27/2020,Deposit,268.16,Home Depot,Houston
6123,486,6/30/2022,Withdrawal,172.25,Home Depot,New York
6124,1439,12/1/2022,Deposit,436.57,Walmart,Miami
6125,821,10/6/2021,Withdrawal,257.3,Shell,Chicago
6126,888,4/28/2024,Deposit,70.52,Amazon,Detroit
6127,1329,2/4/2020,Transfer,85.43,Apple,Houston
6128,177,5/25/2022,Payment,54.99,Costco,Detroit
6129,195,10/2/2023,Deposit,95.11,Costco,Miami
6130,1037,1/18/2021,Payment,203.23,Starbucks,Miami
6131,876,3/16/2024,Withdrawal,164.67,Home Depot,Chicago
6132,166,10/27/2024,Transfer,129.56,Walmart,Philadelphia
6133,1174,3/21/2022,Payment,287.27,Costco,Los Angeles
6134,1365,8/4/2023,Deposit,251.44,Starbucks,Philadelphia
6135,557,1/17/2022,Deposit,36.94,Target,Charlotte
6136,1198,8/16/2022,Transfer,8.9,Target,New York
6137,167,11/22/2022,Withdrawal,52.34,Shell,Houston
6138,709,4/4/2020,Transfer,78.83,Walmart,Atlanta
6139,718,10/16/2022,Transfer,104.13,Apple,Houston
6140,97,7/23/2020,Payment,139.5,Walmart,Atlanta
6141,679,7/2/2024,Withdrawal,253.46,Shell,Detroit
6142,404,4/13/2022,Transfer,31.41,Shell,Miami
6143,1101,1/30/2020,Payment,85.32,Target,Charlotte
6144,1261,9/22/2020,Payment,37.57,Target,Miami
6145,291,1/23/2020,Withdrawal,61.81,Exxon,Los Angeles
6146,136,8/31/2021,Withdrawal,168.83,Shell,Atlanta
6147,889,2/8/2020,Payment,65.44,Starbucks,Los Angeles
6148,881,6/21/2020,Withdrawal,45.23,Walmart,Chicago
6149,367,1/29/2022,Payment,123.13,Target,Cleveland
6150,548,12/7/2023,Withdrawal,235.4,Target,New York
6151,902,2/17/2021,Withdrawal,62.3,Apple,Philadelphia
6152,248,8/24/2024,Withdrawal,353.28,Shell,Los Angeles
6153,766,11/22/2021,Deposit,73.05,Starbucks,Philadelphia
6154,1238,9/6/2021,Withdrawal,137.53,Amazon,Chicago
6155,70,7/27/2020,Deposit,373.68,Target,Houston
6156,746,1/22/2020,Payment,286.16,Target,Miami
6157,996,1/5/2020,Transfer,179.15,Amazon,Cleveland
6158,329,10/12/2021,Transfer,255.72,Exxon,Philadelphia
6159,1040,8/1/2020,Transfer,9.92,Starbucks,Detroit
6160,1198,8/22/2024,Payment,470.96,Apple,Philadelphia
6161,699,7/8/2022,Withdrawal,17.78,Target,Charlotte
6162,806,6/25/2022,Deposit,231.27,Starbucks,Houston
6163,274,3/8/2023,Payment,368.46,Amazon,Los Angeles
6164,524,8/7/2024,Transfer,239.45,Starbucks,Houston
6165,219,11/2/2021,Transfer,192.29,Walmart,New York
6166,1024,6/6/2024,Transfer,368.83,Home Depot,Charlotte
6167,513,10/28/2021,Transfer,293.06,Google,Detroit
6168,1423,3/10/2022,Deposit,126.96,Walmart,Charlotte
6169,1135,11/12/2020,Transfer,431.36,Costco,Chicago
6170,464,3/3/2022,Deposit,88.34,Walmart,Cleveland
6171,1117,7/29/2021,Transfer,443.82,Starbucks,New York
6172,451,9/23/2024,Payment,288.99,Starbucks,Detroit
6173,1420,3/25/2023,Deposit,140.97,Amazon,Houston
6174,924,12/18/2023,Deposit,46.83,Shell,Philadelphia
6175,933,3/3/2024,Payment,223.99,Amazon,Philadelphia
6176,479,3/31/2020,Transfer,107.36,Exxon,Chicago
6177,316,8/4/2024,Transfer,216.18,Target,Los Angeles
6178,671,12/1/2022,Withdrawal,314.53,Exxon,Detroit
6179,698,1/30/2022,Withdrawal,332.6,Exxon,Houston
6180,993,8/11/2023,Deposit,408.3,Home Depot,Cleveland
6181,1377,2/8/2022,Withdrawal,46.24,Home Depot,Detroit
6182,768,9/22/2023,Payment,236.2,Apple,Houston
6183,1263,1/1/2020,Payment,12.1,Target,Chicago
6184,1128,4/18/2020,Payment,200.59,Costco,Detroit
6185,907,7/16/2022,Deposit,33.1,Amazon,Miami
6186,878,2/22/2023,Payment,517.77,Amazon,Detroit
6187,1053,12/23/2022,Deposit,394.21,Walmart,Los Angeles
6188,89,7/24/2020,Deposit,31.27,Home Depot,Chicago
6189,375,12/9/2023,Payment,105.84,Google,Los Angeles
6190,1421,4/29/2022,Payment,308.49,Walmart,New York
6191,364,6/21/2023,Deposit,235.12,Starbucks,Charlotte
6192,147,8/12/2021,Payment,202.88,Google,Cleveland
6193,314,9/14/2021,Withdrawal,237.73,Walmart,Houston
6194,548,8/4/2024,Deposit,327.97,Starbucks,Chicago
6195,796,5/24/2023,Transfer,501.5,Shell,Miami
6196,1476,8/22/2022,Deposit,30.09,Amazon,Cleveland
6197,899,3/31/2024,Payment,169.28,Costco,Miami
6198,101,8/22/2022,Payment,69.83,Home Depot,Charlotte
6199,107,5/8/2024,Deposit,192.28,Home Depot,New York
6200,857,10/14/2021,Deposit,446.22,Shell,Philadelphia
6201,937,11/4/2023,Transfer,271.03,Costco,Chicago
6202,291,3/19/2020,Transfer,315.76,Shell,Detroit
6203,1373,2/18/2021,Deposit,227.22,Amazon,Atlanta
6204,617,1/16/2024,Payment,92.3,Shell,Los Angeles
6205,588,3/18/2023,Deposit,30.23,Costco,Detroit
6206,1251,9/30/2021,Withdrawal,417.66,Exxon,Houston
6207,596,8/20/2024,Withdrawal,132.89,Starbucks,Cleveland
6208,977,3/1/2022,Payment,172.78,Apple,Los Angeles
6209,1074,11/27/2022,Deposit,94.3,Target,Chicago
6210,868,3/26/2023,Deposit,103.02,Home Depot,Atlanta
