payment_id,loan_id,payment_date,payment_amount,payment_status
1400,210,1/3/2021,509.81,On-Time
1401,151,4/30/2021,489.51,On-Time
1402,286,11/30/2024,612.68,On-Time
1403,445,7/10/2021,798.93,Late
1404,96,8/27/2022,719.81,On-Time
1405,344,6/21/2023,230.21,On-Time
1406,203,5/6/2020,701.22,Late
1407,244,8/8/2024,801.49,On-Time
1408,125,3/24/2022,819.56,On-Time
1409,26,2/9/2023,898.91,On-Time
1410,395,9/5/2022,1049.81,On-Time
1411,276,1/5/2024,619.8,On-Time
1412,300,9/27/2020,533.43,On-Time
1413,274,8/30/2023,437.81,On-Time
1414,162,10/24/2021,361.85,Late
1415,100,12/1/2023,508.72,On-Time
1416,4,6/14/2023,496.04,On-Time
1417,213,6/10/2020,388.31,On-Time
1418,90,11/5/2023,644.84,On-Time
1419,142,3/19/2022,590.08,Late
1420,346,1/24/2024,615.56,On-Time
1421,397,8/29/2023,403.43,Late
1422,90,7/28/2023,687.11,On-Time
1423,41,8/7/2022,467.55,On-Time
1424,463,7/9/2021,894.57,On-Time
1425,91,1/1/2022,160.61,On-Time
1426,441,3/10/2023,486.67,On-Time
1427,471,12/13/2022,698.32,On-Time
1428,22,4/11/2024,337.46,On-Time
1429,138,6/3/2021,862.98,Missed
1430,453,4/28/2021,803.67,Late
1431,452,3/5/2024,939.29,Late
1432,50,6/19/2020,856.45,On-Time
1433,100,1/10/2021,745.59,Late
1434,272,12/10/2021,627.71,On-Time
1435,480,1/5/2023,358.99,On-Time
1436,395,5/1/2022,869.72,On-Time
1437,359,4/21/2023,469.72,On-Time
1438,481,9/23/2024,555.57,On-Time
1439,483,1/5/2020,520.79,On-Time
1440,496,7/24/2021,490.25,On-Time
1441,452,6/14/2023,830.19,On-Time
1442,471,8/17/2024,780.77,Late
1443,323,3/2/2024,703.23,Late
1444,276,11/8/2022,601.27,On-Time
1445,193,3/5/2020,259.44,On-Time
1446,289,9/7/2023,585.36,On-Time
1447,138,8/23/2020,866.93,On-Time
1448,492,10/27/2021,501.09,On-Time
1449,451,10/15/2020,487.61,Late
1450,311,8/23/2020,771.41,On-Time
1451,416,1/18/2022,594.33,On-Time
1452,45,2/25/2021,847.09,On-Time
1453,187,1/25/2021,425.29,Late
1454,358,1/2/2022,640.14,On-Time
1455,287,1/25/2022,665.01,On-Time
1456,469,10/25/2022,583.33,On-Time
1457,472,3/6/2023,868.54,Late
1458,123,11/21/2023,608.62,On-Time
1459,88,1/19/2022,737.56,On-Time
1460,436,7/24/2022,585.99,On-Time
1461,138,12/7/2022,596.33,On-Time
1462,262,7/11/2021,671.16,On-Time
1463,220,12/23/2022,413.33,Late
1464,129,12/4/2021,482.81,On-Time
1465,250,6/24/2021,574.85,On-Time
1466,367,4/2/2024,609.57,Late
1467,430,8/20/2024,597.03,On-Time
1468,364,10/3/2024,252.09,On-Time
1469,330,11/8/2022,801.89,On-Time
1470,361,4/14/2023,589.46,On-Time
1471,414,12/5/2024,338.6,On-Time
1472,117,10/14/2024,520.04,On-Time
1473,335,3/16/2024,916.2,On-Time
1474,462,1/14/2022,469.83,On-Time
1475,447,1/29/2022,995.01,Late
1476,344,8/5/2020,516.8,Late
1477,63,4/23/2024,912.91,Missed
1478,74,10/22/2024,858.28,On-Time
1479,474,5/9/2024,628.97,On-Time
1480,385,11/18/2024,349.97,On-Time
1481,382,2/23/2024,428.08,On-Time
1482,20,11/3/2020,546.12,On-Time
1483,29,1/18/2024,669.03,On-Time
1484,162,11/13/2022,423.35,On-Time
1485,194,10/9/2020,269.09,Late
1486,194,11/4/2024,593.29,On-Time
1487,130,10/26/2023,413.98,On-Time
1488,456,5/20/2024,452.57,Late
1489,310,9/25/2024,465.01,On-Time
1490,345,2/16/2023,613.91,On-Time
1491,274,9/5/2020,728.41,On-Time
1492,237,3/2/2020,891.76,On-Time
1493,209,10/17/2022,339.41,On-Time
1494,286,11/24/2023,493.63,Late
1495,264,3/9/2023,720.15,Late
1496,170,7/5/2021,609.59,On-Time
1497,238,5/26/2023,394.26,Late
1498,157,10/30/2022,794.04,On-Time
1499,51,8/17/2022,605.65,On-Time
1500,339,7/20/2021,939.78,Missed
1501,120,4/26/2022,626.3,On-Time
1502,357,10/4/2022,498.87,On-Time
1503,408,1/17/2023,502.39,On-Time
1504,466,3/19/2024,312.49,Late
1505,138,4/18/2021,885.08,On-Time
1506,144,6/30/2023,579.49,Late
1507,121,11/7/2023,237.33,On-Time
1508,50,11/12/2022,781.6,On-Time
1509,41,6/24/2024,383.62,Missed
1510,234,7/14/2021,710.5,On-Time
1511,54,12/27/2020,502.63,Late
1512,300,2/10/2022,705.27,On-Time
1513,316,11/9/2023,320.15,On-Time
1514,325,8/18/2022,655.55,On-Time
1515,335,11/9/2021,440.61,On-Time
1516,23,11/11/2023,241.3,On-Time
1517,223,6/17/2023,719.28,Late
1518,94,8/31/2023,563.55,On-Time
1519,327,9/15/2021,476.08,Late
1520,276,7/25/2020,492.87,On-Time
1521,39,1/28/2022,730.75,On-Time
1522,259,6/12/2023,605.11,On-Time
1523,259,9/30/2020,716.42,On-Time
1524,415,3/18/2023,600.84,On-Time
1525,263,7/21/2021,796.38,On-Time
1526,385,11/22/2021,319.98,On-Time
1527,184,7/28/2023,307.95,Late
1528,411,6/8/2020,704.09,On-Time
1529,498,12/29/2022,799.23,On-Time
1530,193,9/25/2023,697.47,On-Time
1531,70,6/18/2023,824.58,On-Time
1532,468,7/13/2022,784.51,On-Time
1533,167,12/9/2021,658.32,On-Time
1534,108,6/11/2020,215.83,Late
1535,259,1/11/2023,575.31,On-Time
1536,187,6/26/2024,519.89,Late
1537,258,1/23/2024,706.1,Missed
1538,252,3/30/2023,715.47,On-Time
1539,431,6/25/2024,290.93,On-Time
1540,352,8/27/2020,347.1,On-Time
1541,276,10/1/2024,119.6,On-Time
1542,484,4/30/2021,932.93,On-Time
1543,283,11/1/2021,709.37,Late
1544,84,5/11/2023,512.1,Late
1545,275,2/27/2021,643.62,On-Time
1546,183,10/14/2022,672.13,On-Time
1547,319,5/5/2023,745.91,On-Time
1548,213,12/1/2022,203.8,Late
1549,43,8/1/2020,433.17,On-Time
1550,468,11/14/2021,645.68,On-Time
1551,133,9/9/2020,607.29,On-Time
1552,375,1/17/2020,713.47,On-Time
1553,404,8/10/2024,335.73,On-Time
1554,204,4/25/2020,541.6,On-Time
1555,112,5/12/2023,585.58,On-Time
1556,189,11/23/2021,723.57,On-Time
1557,190,3/22/2022,654.48,On-Time
1558,74,3/5/2022,417.92,On-Time
1559,191,5/30/2020,821.23,On-Time
1560,150,9/2/2020,492.37,Late
1561,294,12/17/2022,409.06,On-Time
1562,92,12/9/2021,622.02,On-Time
1563,140,5/21/2021,434.42,On-Time
1564,103,8/28/2020,812.43,On-Time
1565,202,9/15/2024,879.65,On-Time
1566,240,1/20/2023,506.91,On-Time
1567,61,6/24/2024,414.85,On-Time
1568,99,6/17/2024,721.72,On-Time
1569,304,11/22/2023,613.81,On-Time
1570,236,1/26/2021,462.98,On-Time
1571,232,2/15/2020,534.1,Late
1572,229,6/3/2020,583.09,On-Time
1573,401,12/29/2022,285.48,Late
1574,244,5/25/2021,779.61,On-Time
1575,219,10/8/2020,416.27,On-Time
1576,308,12/20/2023,503.19,On-Time
1577,46,1/30/2020,617.24,Late
1578,56,12/21/2021,801.24,On-Time
1579,285,9/18/2020,971.77,On-Time
1580,218,9/8/2023,544.41,On-Time
1581,329,3/23/2020,792.25,On-Time
1582,179,1/30/2024,492.47,On-Time
1583,127,8/7/2022,711.39,On-Time
1584,460,5/24/2023,488.55,Late
1585,235,10/21/2024,266.41,Late
1586,410,2/4/2020,791.04,On-Time
1587,225,1/5/2020,458.16,On-Time
1588,224,5/19/2022,645.71,On-Time
1589,331,10/26/2022,274.57,Late
1590,29,6/24/2023,333.98,On-Time
1591,187,1/21/2023,231.55,Late
1592,264,12/19/2024,666.21,Late
1593,281,11/10/2020,405.8,On-Time
1594,212,3/10/2021,885.23,On-Time
1595,149,4/28/2023,293.4,Late
1596,4,6/27/2021,637.73,On-Time
1597,292,2/7/2022,191.86,On-Time
1598,171,3/8/2021,1026.37,On-Time
1599,221,6/3/2023,354.39,On-Time
1600,83,6/13/2023,725.74,On-Time
1601,154,4/12/2024,489.38,On-Time
1602,292,5/7/2023,741.47,On-Time
1603,473,12/15/2023,387.07,On-Time
1604,407,4/13/2024,624.29,On-Time
1605,486,3/16/2023,477.87,Late
1606,476,4/21/2020,1134.3,On-Time
1607,169,2/5/2023,406.41,On-Time
1608,331,4/3/2024,379.38,On-Time
1609,349,3/10/2021,910.63,On-Time
1610,428,1/31/2024,743.47,On-Time
1611,306,1/7/2021,434.83,On-Time
1612,468,9/27/2020,618.53,Late
1613,265,7/8/2022,625,Late
1614,216,7/7/2020,651.65,On-Time
1615,175,5/7/2024,749.34,Late
1616,113,12/12/2021,371.29,On-Time
1617,169,3/15/2024,648.88,On-Time
1618,269,2/12/2023,532.02,On-Time
1619,186,9/18/2024,91.73,On-Time
1620,450,1/7/2020,493.02,On-Time
1621,337,1/30/2024,492.79,On-Time
1622,242,10/3/2023,766.61,Missed
1623,186,1/4/2023,849.75,Late
1624,219,5/7/2022,722.37,Missed
1625,358,6/22/2024,175.29,On-Time
1626,322,8/2/2021,1016.68,On-Time
1627,254,11/23/2022,819.32,On-Time
1628,161,3/22/2024,583,Late
1629,453,1/1/2024,630.58,On-Time
1630,334,12/31/2021,697.13,On-Time
1631,27,3/26/2021,621.75,On-Time
1632,306,10/8/2023,768.28,Missed
1633,59,5/19/2020,887.59,On-Time
1634,356,11/9/2020,217.24,On-Time
1635,475,4/11/2021,526.7,Late
1636,78,9/25/2021,677.37,On-Time
1637,463,5/17/2023,343.84,On-Time
1638,155,4/3/2022,1025.37,On-Time
1639,187,3/22/2020,65.36,On-Time
1640,184,2/9/2022,460.42,On-Time
1641,379,11/21/2023,734.37,On-Time
1642,328,4/5/2020,1048.12,On-Time
1643,469,11/14/2020,661.93,On-Time
1644,162,1/23/2021,720.3,On-Time
1645,305,8/15/2024,486.45,On-Time
1646,220,1/14/2023,999.71,On-Time
1647,216,1/5/2021,940.55,On-Time
1648,145,12/31/2022,767.6,On-Time
1649,378,12/11/2022,103.2,On-Time
1650,249,4/8/2021,624.74,On-Time
1651,372,1/24/2023,472.25,On-Time
1652,256,7/8/2023,601.1,On-Time
1653,326,4/6/2022,505.85,Late
1654,422,12/21/2024,682.01,On-Time
1655,467,12/1/2020,474.2,On-Time
1656,1,1/14/2020,549.03,On-Time
1657,166,12/17/2021,517.77,On-Time
1658,26,2/3/2024,679.32,On-Time
1659,197,7/17/2021,303.68,On-Time
1660,196,10/7/2020,245.64,On-Time
1661,281,5/27/2023,764.34,On-Time
1662,365,12/31/2022,516.23,On-Time
1663,116,2/25/2020,749.78,On-Time
1664,497,10/14/2022,767.06,On-Time
1665,58,5/18/2023,470.45,On-Time
1666,429,8/9/2023,485.31,On-Time
1667,22,12/10/2021,474.34,Late
1668,432,1/24/2021,320.28,On-Time
1669,269,12/3/2023,268.87,On-Time
1670,471,11/28/2023,571.84,On-Time
1671,97,3/1/2022,333.69,On-Time
1672,409,5/11/2024,564.36,On-Time
1673,10,4/19/2023,416.29,On-Time
1674,274,8/12/2022,422.59,On-Time
1675,55,4/27/2020,536.79,On-Time
1676,411,12/2/2020,945.89,On-Time
1677,312,8/11/2020,912.43,On-Time
1678,56,11/12/2020,812.62,On-Time
1679,49,4/2/2022,616.52,Late
1680,410,12/1/2020,234.16,On-Time
1681,369,4/29/2021,831.88,On-Time
1682,490,7/23/2023,463.02,On-Time
1683,116,9/15/2020,915.19,On-Time
1684,258,10/19/2020,451.25,On-Time
1685,330,4/1/2023,862.46,On-Time
1686,444,5/18/2021,753.04,Late
1687,84,7/17/2024,171.23,On-Time
1688,294,3/14/2024,788.43,On-Time
1689,131,3/31/2024,616.13,On-Time
1690,458,10/23/2023,334.2,Missed
1691,476,10/17/2022,517.79,On-Time
1692,467,1/4/2020,1077.82,On-Time
1693,379,2/9/2022,197.47,On-Time
1694,465,9/11/2021,613.55,On-Time
1695,108,7/20/2023,477.65,On-Time
1696,53,9/3/2024,718.97,On-Time
1697,428,7/9/2020,812.88,On-Time
1698,383,9/28/2022,650.86,On-Time
1699,279,1/26/2023,793.92,On-Time
1700,28,9/1/2024,400.41,On-Time
1701,347,9/1/2021,575.6,On-Time
1702,160,8/7/2024,940.49,Missed
1703,230,6/19/2021,469.48,On-Time
1704,204,11/7/2021,424.29,On-Time
1705,20,7/5/2023,489.36,On-Time
1706,390,7/13/2024,708.17,On-Time
1707,259,2/20/2022,600.27,On-Time
1708,3,11/18/2023,740.05,On-Time
1709,279,2/21/2022,445.75,On-Time
1710,329,7/2/2021,297.35,On-Time
1711,33,11/9/2020,465.1,Late
1712,420,3/5/2021,316.01,Late
1713,320,9/12/2024,636.18,On-Time
1714,396,8/16/2021,558.66,On-Time
1715,190,9/10/2020,618.26,Late
1716,282,4/3/2022,653.21,On-Time
1717,293,1/18/2022,483.13,On-Time
1718,370,6/8/2021,732.63,On-Time
1719,176,8/25/2024,634.15,On-Time
1720,74,6/12/2020,482.52,On-Time
1721,44,9/15/2023,682.5,On-Time
1722,139,5/19/2021,678.37,Missed
1723,467,12/14/2020,1053.02,On-Time
1724,453,7/18/2022,721.56,Missed
1725,280,6/19/2021,816.62,Late
1726,227,6/29/2020,513.69,Late
1727,92,6/22/2021,415.14,On-Time
1728,350,1/20/2024,716.29,On-Time
1729,19,1/2/2023,451.45,On-Time
1730,198,3/9/2023,505.89,On-Time
1731,312,8/5/2024,312.13,On-Time
1732,305,10/23/2022,605.53,Missed
1733,119,3/6/2022,545.06,Late
1734,109,9/21/2020,544.79,On-Time
1735,487,12/17/2023,760.8,On-Time
1736,211,6/25/2021,478.17,Late
1737,499,5/11/2024,616.01,On-Time
1738,57,3/1/2022,493.2,Missed
1739,95,12/8/2023,333.77,On-Time
1740,122,9/5/2023,644.65,Late
1741,492,2/3/2021,688.9,Late
1742,267,2/17/2023,757.94,On-Time
1743,447,2/23/2021,693.58,On-Time
1744,254,8/2/2023,507.15,On-Time
1745,337,2/15/2020,972.83,On-Time
1746,145,10/12/2023,596.93,On-Time
1747,370,1/8/2023,611.32,Late
1748,271,2/6/2022,371.61,On-Time
1749,454,5/9/2022,468.08,On-Time
1750,446,6/4/2022,836.08,On-Time
1751,160,2/7/2021,699.97,Late
1752,168,1/25/2024,375.53,Late
1753,139,2/6/2023,367.27,On-Time
1754,378,7/21/2021,713.41,On-Time
1755,269,5/29/2023,489.17,On-Time
1756,337,8/25/2020,910.27,On-Time
1757,28,4/11/2021,1244.52,Missed
1758,241,5/17/2023,634.61,On-Time
1759,466,7/8/2020,739.74,Late
1760,156,8/18/2022,732.4,On-Time
1761,432,10/30/2021,513.87,Missed
1762,439,5/5/2020,442.88,On-Time
1763,16,9/29/2021,233.33,Late
1764,292,10/1/2021,757.91,On-Time
1765,241,6/16/2024,548.92,On-Time
1766,168,2/4/2024,395.17,Missed
1767,404,3/23/2020,502.82,On-Time
1768,231,2/12/2020,523.25,Late
1769,91,12/14/2021,382.44,On-Time
1770,232,8/8/2023,387.15,Missed
1771,353,6/5/2022,636.09,On-Time
1772,2,5/24/2020,427.18,On-Time
1773,205,6/30/2020,414.14,On-Time
1774,258,3/14/2023,494.39,On-Time
1775,251,3/29/2023,156.19,On-Time
1776,384,6/30/2022,288.17,On-Time
1777,357,8/23/2023,394.32,On-Time
1778,325,10/27/2023,918.29,On-Time
1779,70,3/18/2021,779.58,Missed
1780,50,2/5/2022,605.59,On-Time
1781,352,3/1/2022,770.09,On-Time
1782,176,8/6/2024,772.8,On-Time
1783,152,6/27/2021,296.53,On-Time
1784,209,5/20/2024,313.76,On-Time
1785,393,5/21/2022,464.79,Missed
1786,245,12/14/2021,560.25,On-Time
1787,122,9/20/2022,281.38,On-Time
1788,168,9/21/2024,711.89,On-Time
1789,424,2/17/2021,652.75,On-Time
1790,130,9/18/2021,806.61,Late
1791,73,2/23/2021,461.63,On-Time
1792,390,9/18/2020,401.87,On-Time
1793,147,3/11/2022,1033.61,On-Time
1794,97,10/25/2022,452.69,On-Time
1795,377,11/7/2020,457.73,Missed
1796,19,6/23/2021,470.21,On-Time
1797,161,6/21/2022,751.29,On-Time
1798,373,1/19/2022,754.71,On-Time
1799,237,12/18/2022,529.7,On-Time
1800,317,7/3/2022,816.86,On-Time
1801,30,4/9/2022,1076.9,On-Time
1802,487,8/15/2023,469.12,On-Time
1803,117,2/19/2020,224.51,On-Time
1804,190,11/12/2024,554.88,On-Time
1805,141,9/23/2021,662.1,On-Time
1806,402,5/19/2022,673.91,Late
1807,386,4/22/2024,419.1,Missed
1808,3,11/1/2024,548.29,On-Time
1809,390,11/25/2023,687.27,On-Time
1810,412,12/23/2021,409.05,On-Time
1811,333,7/30/2023,719.4,On-Time
1812,340,6/13/2020,351.7,On-Time
1813,160,9/19/2020,741.65,On-Time
1814,383,10/20/2020,538.44,Late
1815,316,7/27/2020,1002.79,On-Time
1816,415,6/7/2022,527.94,On-Time
1817,61,10/30/2021,772.58,On-Time
1818,265,11/2/2020,583.66,On-Time
1819,67,12/29/2020,809.92,On-Time
1820,438,4/12/2020,876.74,On-Time
1821,95,2/24/2024,629.17,On-Time
1822,207,2/2/2021,605.51,Late
1823,68,8/6/2024,820.52,On-Time
1824,241,8/31/2021,760.32,On-Time
1825,17,2/17/2022,261.28,On-Time
1826,237,12/17/2020,800.57,On-Time
1827,315,6/14/2023,968.1,On-Time
1828,415,4/1/2020,839.51,On-Time
1829,221,3/17/2023,514.96,On-Time
1830,203,10/5/2022,275.96,On-Time
1831,189,11/18/2022,415.89,On-Time
1832,352,11/5/2022,748.65,On-Time
1833,40,11/25/2023,231.3,On-Time
1834,131,7/24/2020,848.89,On-Time
1835,178,10/17/2024,953.96,On-Time
1836,129,3/15/2022,676.51,Late
1837,8,1/18/2020,799.67,Missed
1838,318,6/25/2020,533.44,On-Time
1839,192,8/1/2024,577.04,On-Time
1840,425,3/16/2021,564.15,On-Time
1841,273,12/21/2021,511.25,On-Time
1842,456,6/14/2021,714.24,On-Time
1843,299,12/29/2022,843.74,On-Time
1844,225,9/19/2021,460.95,On-Time
1845,218,9/4/2022,580.51,On-Time
1846,2,3/31/2022,641.27,On-Time
1847,175,6/5/2021,546.04,On-Time
1848,316,7/4/2023,587.15,Late
1849,177,7/4/2023,423.86,On-Time
1850,93,7/12/2021,601.88,On-Time
1851,271,6/7/2023,630.45,On-Time
1852,381,10/28/2021,551.71,On-Time
1853,94,10/26/2021,704.77,On-Time
1854,434,5/26/2023,562.46,Late
1855,236,9/6/2021,401.84,On-Time
1856,430,6/24/2022,808.63,Late
1857,460,4/2/2023,761.16,On-Time
1858,2,1/26/2021,680.17,On-Time
1859,124,9/19/2022,965.15,On-Time
1860,213,8/15/2022,221.9,On-Time
1861,157,7/13/2022,506.17,On-Time
1862,378,2/22/2020,328.92,Missed
1863,413,9/20/2022,972.47,Late
1864,80,2/7/2024,854.97,On-Time
1865,371,5/23/2022,644.76,On-Time
1866,95,1/4/2020,643.1,On-Time
1867,189,5/3/2024,374.1,On-Time
1868,353,7/5/2024,636.51,Late
1869,122,5/5/2023,360.21,On-Time
1870,322,11/12/2021,946.58,On-Time
1871,44,9/21/2021,733.09,On-Time
1872,260,1/3/2023,863.19,On-Time
1873,295,7/23/2020,376.7,On-Time
1874,188,6/7/2024,661,On-Time
1875,305,6/29/2021,366.72,On-Time
1876,261,10/8/2023,457.01,On-Time
1877,450,6/9/2021,882.65,On-Time
1878,45,8/6/2022,572.27,On-Time
1879,60,9/17/2023,513.35,On-Time
1880,264,5/11/2023,686.62,On-Time
1881,306,2/7/2022,985.95,On-Time
1882,36,6/15/2023,707.2,Late
1883,326,2/14/2022,763.6,On-Time
1884,425,2/5/2021,558.29,On-Time
1885,10,11/13/2023,568.61,Late
1886,292,10/1/2021,151.47,On-Time
1887,324,1/4/2022,287.19,On-Time
1888,103,3/7/2020,973.9,On-Time
1889,398,3/19/2023,705.23,Late
1890,332,3/3/2023,737.07,On-Time
1891,111,5/5/2022,520.54,On-Time
1892,273,12/5/2023,614.84,On-Time
1893,21,5/21/2023,716.46,On-Time
1894,205,4/21/2024,873.59,On-Time
1895,97,3/4/2024,835.35,On-Time
1896,310,9/24/2021,587.46,On-Time
1897,397,8/13/2020,762.2,On-Time
1898,384,3/13/2022,620.78,On-Time
1899,432,11/7/2023,694.48,Late
1900,301,4/20/2024,828.02,Late
1901,137,7/7/2020,767.89,On-Time
1902,55,11/17/2024,511.17,Missed
1903,50,5/26/2023,731.53,On-Time
1904,496,11/4/2023,996.84,On-Time
1905,20,11/27/2024,302.15,On-Time
1906,364,4/14/2023,600.65,Late
1907,424,7/29/2020,400.42,On-Time
1908,257,10/19/2024,627.24,On-Time
1909,205,12/8/2020,751.1,On-Time
1910,342,5/2/2021,477.05,On-Time
1911,499,9/20/2022,414.6,On-Time
1912,461,12/12/2020,912.37,On-Time
1913,192,11/18/2020,684.57,On-Time
1914,291,5/8/2021,809.87,On-Time
1915,124,2/19/2024,775.83,On-Time
1916,126,3/17/2020,424.21,Missed
1917,193,9/2/2022,805.11,On-Time
1918,238,1/3/2020,491.55,On-Time
1919,248,6/21/2021,460.6,On-Time
1920,309,1/16/2024,805,On-Time
1921,225,8/8/2022,314.54,On-Time
1922,189,1/3/2020,378.48,On-Time
1923,261,3/6/2022,505.06,Missed
1924,222,8/26/2020,265.5,On-Time
1925,453,6/21/2023,613.81,On-Time
1926,107,3/2/2021,494.6,On-Time
1927,89,6/25/2021,653.18,On-Time
1928,444,12/8/2020,977.26,On-Time
1929,90,11/26/2023,357.79,On-Time
1930,403,3/20/2024,319.59,On-Time
1931,460,9/12/2021,509.42,On-Time
1932,57,4/8/2022,431.46,On-Time
1933,8,9/13/2020,598.92,On-Time
1934,458,3/4/2020,924.52,Late
1935,402,12/31/2021,958.56,On-Time
1936,361,5/21/2020,497.6,On-Time
1937,395,8/13/2023,412.79,On-Time
1938,446,2/4/2022,417.16,Late
1939,158,1/1/2023,670.6,On-Time
1940,127,8/21/2022,592.5,On-Time
1941,5,11/23/2021,615.67,On-Time
1942,472,10/18/2024,492.61,Late
1943,237,2/18/2021,633.44,On-Time
1944,333,2/19/2023,990.39,On-Time
1945,312,8/31/2023,860.2,On-Time
1946,36,1/5/2022,1075.02,On-Time
1947,113,3/25/2021,621.48,Missed
1948,155,1/21/2022,363.99,On-Time
1949,32,3/15/2022,178.73,On-Time
1950,398,1/25/2022,721.73,On-Time
1951,425,5/4/2024,313.09,On-Time
1952,118,5/2/2023,950.05,On-Time
1953,322,6/9/2021,602.68,On-Time
1954,4,11/23/2023,545.06,On-Time
1955,267,10/7/2020,594.46,On-Time
1956,362,1/21/2024,649.67,On-Time
1957,485,10/3/2023,785.72,On-Time
1958,304,11/10/2024,584.84,On-Time
1959,230,6/3/2021,634.22,On-Time
1960,421,9/17/2024,706.85,On-Time
1961,397,1/12/2021,640.67,Late
1962,201,11/18/2024,295.55,On-Time
1963,298,1/3/2024,501.11,On-Time
1964,411,5/15/2021,820.59,Late
1965,322,6/28/2022,946.87,Missed
1966,303,3/24/2020,922.04,On-Time
1967,475,12/1/2022,713.4,On-Time
1968,332,7/16/2023,517.5,On-Time
1969,12,4/3/2024,876.09,On-Time
1970,451,2/3/2020,533.3,On-Time
1971,26,4/18/2021,505.84,Late
1972,207,4/12/2023,689.97,On-Time
1973,411,10/17/2024,116.6,On-Time
1974,499,10/28/2023,607.45,On-Time
1975,109,4/2/2022,612.44,On-Time
1976,163,8/17/2022,572.02,Late
1977,13,5/20/2021,569.61,On-Time
1978,127,7/3/2020,899.67,Missed
1979,246,7/18/2020,275.06,On-Time
1980,312,6/20/2024,687.27,On-Time
1981,256,3/2/2023,728.09,On-Time
1982,453,9/11/2022,927.72,On-Time
1983,171,12/2/2022,666.73,On-Time
1984,374,4/13/2020,703.64,On-Time
1985,209,11/6/2022,597.52,On-Time
1986,250,1/17/2023,663.23,Missed
1987,339,2/22/2024,602.59,Missed
1988,340,9/5/2024,360.86,Late
1989,59,6/9/2020,659.65,Late
1990,471,4/16/2022,649.23,On-Time
1991,268,12/11/2024,484.02,On-Time
1992,480,4/26/2024,651.53,On-Time
1993,157,6/29/2022,858.18,On-Time
1994,5,12/3/2021,539.47,On-Time
1995,433,12/15/2022,946.06,On-Time
1996,448,11/13/2021,898.21,On-Time
1997,371,6/5/2024,449.78,On-Time
1998,43,3/12/2022,490.01,On-Time
1999,66,5/2/2023,564.65,On-Time
2000,134,1/28/2024,345.39,On-Time
2001,213,3/9/2020,414.07,On-Time
2002,99,11/9/2022,161.37,On-Time
2003,271,8/4/2024,728.13,On-Time
2004,146,5/12/2023,747.97,On-Time
2005,49,10/23/2020,288.1,On-Time
2006,175,4/25/2023,296.21,On-Time
2007,2,2/19/2020,586.11,On-Time
2008,389,7/20/2020,616.76,On-Time
2009,293,2/26/2021,851.62,On-Time
2010,489,3/27/2023,463.64,On-Time
2011,6,6/13/2020,466.7,On-Time
2012,243,8/19/2023,622.61,On-Time
2013,42,2/23/2023,837.56,On-Time
2014,307,10/19/2024,902.51,On-Time
2015,467,10/2/2022,409.84,On-Time
2016,16,11/8/2020,822.27,On-Time
2017,204,6/18/2022,423.51,On-Time
2018,216,9/18/2020,239.88,On-Time
2019,73,6/29/2022,643.98,On-Time
2020,67,9/12/2021,851.55,Late
2021,81,7/29/2022,555.12,On-Time
2022,30,8/16/2021,820.27,On-Time
2023,27,4/28/2022,442.71,On-Time
2024,88,3/19/2021,628.33,On-Time
2025,426,4/25/2021,783.11,Late
2026,64,9/3/2021,668.03,On-Time
2027,434,6/30/2024,569.91,On-Time
2028,295,5/6/2022,484.61,On-Time
2029,391,9/18/2021,548.31,On-Time
2030,329,11/28/2020,810,On-Time
2031,144,10/14/2020,574.16,On-Time
2032,56,11/27/2023,265.18,On-Time
2033,267,1/31/2020,652.14,On-Time
2034,393,10/8/2024,596.91,On-Time
2035,257,8/13/2022,677.15,On-Time
2036,300,4/28/2024,575.46,Late
2037,35,2/10/2021,579.02,On-Time
2038,84,2/20/2024,771.25,Late
2039,179,1/27/2020,1053.27,On-Time
2040,264,5/16/2021,565.54,On-Time
2041,71,10/2/2021,798.01,On-Time
2042,37,3/19/2023,328.56,On-Time
2043,101,9/10/2023,585.17,On-Time
2044,468,10/6/2020,545.57,On-Time
2045,133,7/17/2024,362,On-Time
2046,204,8/5/2023,700.96,On-Time
2047,277,2/10/2022,793.1,On-Time
2048,468,7/29/2021,701.35,On-Time
2049,5,10/8/2024,620.18,On-Time
2050,23,4/7/2022,510.16,Late
2051,185,6/23/2022,880.82,On-Time
2052,327,4/26/2024,680.27,Late
2053,65,7/20/2020,514.88,On-Time
2054,409,7/25/2021,970.47,On-Time
2055,147,10/17/2023,79.81,On-Time
2056,258,8/23/2023,610.04,On-Time
2057,396,10/7/2022,653.19,Missed
2058,426,1/11/2021,1024.93,Late
2059,25,3/5/2020,561.42,Missed
2060,380,6/17/2021,484.32,On-Time
2061,480,10/4/2020,695.39,On-Time
2062,432,2/6/2024,42.34,On-Time
2063,491,1/11/2024,232.56,On-Time
2064,338,11/7/2023,223.41,On-Time
2065,126,11/13/2022,567.27,On-Time
2066,159,4/14/2024,679.85,On-Time
2067,442,2/9/2020,851.95,On-Time
2068,317,1/9/2023,694.35,On-Time
2069,44,10/11/2021,528.59,On-Time
2070,265,12/29/2024,595.7,On-Time
2071,149,5/26/2024,705.4,On-Time
2072,182,2/11/2022,734.94,On-Time
2073,359,2/14/2024,512.17,On-Time
2074,199,8/30/2020,739.4,On-Time
2075,141,10/28/2021,565.33,On-Time
